monthly_payment,description,price,square_price,area,rooms,subways,floors
188932.0,"Арт. 88356748 Продается просторная однокомнатная квартира,в белых тонах, очень уютная с качественным свежим ремонтом.Окна выходят во двор.В квартире всё остаётся для новых жильцов,хорошая функциональная кухня 10 метров с выходом на застеклённый балкон,комната с большим шкафом-купе и другой мебелью.Дружные спокойные соседи.
       Район с отличной локацией и инфраструктурой. До метро Печатники ,МЦД и БКЛ 15 минут  пешком,до центра 20 минут на метро или МЦД. Удобный выезд на Юго-Восточную хорду.
       Детский сад и школа в 2 минутах от дома.В шаговой доступности набережная Моcквы- реки, с прекрасным променадом ,спортивными тренажёрами,катком. Круглый год функционирует речной трамвайчик. Поликлиники, школы, сады, магазины, кафе,аптеки,салоны красоты и фитнес центр - все близко и в большом количестве. Один взрослый собственник,более 5 лет. Документы готовы к сделке.",10000000,284900,35.1,1,"Печатники, Кубанская, Депо, Перерва, Нагатинский Затон",12
462885.0,"Пpодаетcя уютная 2-х комнатная квартира в жк «Мичурино» общей площадью 53,1 кв.м.

Выполнен дизайнерский ремонт с использованием современных и качественных материалов. Квартира укомплектована coврeмeнной мeбелью и вcей нeобходимой тeхникой для комфортнoго пpoживaния. Установлены: встроенная посудомоечная и стиральная машины, водонагреватель, фильтр для воды, автоматическая система от протечек, СВЧ, духовка, индукционная варочная панель, вытяжка и холодильник. 

Планиpовкa включaeт раздельный санузел; балкон, который удобно использовать в качестве места хранения; две отдельные изолированные комнаты, одна из которых оборудована в качестве спальни, а вторая может быть обставлена в зависимости от ваших потребностей, как под детскую, так и под кабинет или гостиную.

Дом находится в отличном состоянии, оборудован пассажирским и грузовым лифтом. Чистый ухоженный подъезд.

В шаговой доступности от дома находятся школа, детский сад, детские и спортивные площадки, парковая зона, а также большой выбор магазинов и услуг. Заканчивается строительство торгового центра в непосредственной близости от дома с магазинами, ресторанами и парковкой.
Станция метро ""Аминьевская"" находится в 10 минутах пешком от дома. 

В 10-минутной транспортной доступности находятся парк Олимпийской деревни и парк им. 50-летия Октября с множеством детских и спортивных площадок, а также с городскими активностями и большой прогулочной парковой зоной. В непосредственной близости расположены крупнейшие московские университеты: МГУ им М.В.Ломоносова, МГИМО, РАНХиГС, МИРЭА. 

Квартира продается по договору купли-продажи. Ипотека возможна, квартира без обременений, один собственник. 
Приглашаем вас на просмотр. Звоните, договоримся о просмотре в удобное время!

Агентства просьба не беспокоить!",24500000,461393,53.1,2,"Мичуринский проспект, Аминьевская, Мичуринский проспект",17
450835.20243673853,,62085270,531369,116.84,3,нет метро,43
126584.0,"Арт. 70029937 Продается 1 комнатная квартира. Расположена в элитном районе города по адресу: г. Москва п. Ерино д.4
На 3 этаже из 5 кирпичного дома, общая площадь 32.2 м2. В шаговой доступности школы, детские сады, поликлиники, все виды магазинов, парки, скверы. На районе находится знаменитый санаторий Ерино с возможностью посещения бассейна.
Развитая транспортная доступность:
Автобусы по городу и прямые до метро. До МЦД ст. Подольск, или ст. Силикатная 10-15 мин на автобусе, до МКАД 16 км на автомобиле за 20- 30 мин. до м. Бульвар Дмитрия Донского, м. Анино на автобусе 35 мин. 
БЕЗОПАСНОСТЬ И КОМФОРТ:
роскошный вид из окна на город, большая огороженная детская и спортивная площадка, удобные асфальтированные дорожки.
РЕМОНТ:
хороший косметический pемонт, пластиковые стeклопакеты, выровнены стены и пол, качественная мебель, новая проводка, счетчики, трубы, входная дверь с усиленной защитой, надежные замки, пластиковые стеклопакеты.
ЛЕГКО КУПИТЬ: один собственник, все документы готовы к сделке,
без долгов и обременений, наличные ипотека, сертификат, материнский капитал, прямая продажа.

Звоните ПРЯМО СЕЙЧАС, пока квартиру ВАШЕЙ мечты не купил кто-то другой.",6700000,208074,32.2,1,"Подольск, Силикатная, Остафьево",5
450835.20243673853,,30235590,436300,69.3,2,нет метро,60
450835.20243673853,,27914048,701357,39.8,1,нет метро,31
260727.0,"Арт. 69538810 Продается просторная 2-х комнатная квартира, по адресу:  город Mосквa, поceлeние Pязaновскоe, Hовомосковский округ, поселок Знамя Октября, мкр Родники, д 2

 Данную квартиру вы можете приобрести по субсидированной ставке 14.75% на весь срок!

Легко купить:
Альтернатива без опеки, подобрана! Готовы выходить на сделку.
- два взрослых собственника,
- более 5-ти лет в собственности,
- без долгов и обременений,
- подходит под ипотеку,
- сертификат,
- материнский капитал,
- быстрый выход на сделку,
- помощь в одобрении кредита.
Показ в удобное для вас время
 
Общая площадь 73,1 м2.
4 этаж к 14-ти этажного дома 
Современный ремонт:
- выровнены стены и пол, 
- новая проводка, счетчики, трубы,
- надежные замки,
- пластиковые стеклопакеты на всех окнах,
- пластиковое остекление балкона,
- натяжные потолки,
- ламинат в комнатах , плитка прихожая и кухня, 
- в ванной плитка, установлена ванна,
- остается мебель: встроенная кухня , шкафы, деван, стол. ( подробнее по мебели при просмотре квартиры) 
- посудомоечная машина,
- проведен интернет.
  
Чистый подъезд, хорошие соседи. Во дворе оборудована детская, спортивная площадка, посажены клумбы, растут кустарники и деревья, есть парковочные места. Рядом спортивный стадион. 
 
ШАГОВАЯ ДОСТУПНОСТЬ:
- наземная парковка во дворе дома;
- развитая инфраструктура
- магазины: Пятёрочка, Магнит косметик, Перекресток, Вкус Вилл, Дикси, аптека,
 Мед. центр ГлавВрач, стоматология, Гемотест, Инвитро
- школа № 2038, детский сад 2038 на территории Родников, рядом есть еще 4 детских сада и 2 школы.
- в шаговой доступности спортивный комплекс для всей семьи, фитнес,
-МЦД 2 пешком 5-7 минут, 
- выезд на новую дорогу Калужского шоссе, Симферопольское шоссе 18км от МКАД, Варшавское шоссе 13км от МКАД. 
- в 2 минутах автобусная остановка маршрутами
Автобусы: 1045, с986, с986э.Маршрутки: 30, 1045к, 1255к (Подольск — Щербинка), 1255к (Бунинская аллея – Родники)
Всё предусмотрено для комфортной жизни
- поликлиника № ГБУЗ поликлиника Кузнечики ДЗМ г. Москва, взрослое отделение, детская больница. 
- парк Усадьба «Остафьева» ,
- 8 минут на машине до реки Десна. 

 Звоните ПРЯМО СЕЙЧАС, пока ВАШУ будущую квартиру не купил кто-то другой.",13500000,184678,73.1,2,"Подольск, Силикатная, Остафьево",14
292845.0,"Арт. 69497830 Продается роскошная 2-х комнатная квартира:  
Расположена в активно развивающийся района Москвы: Южное Бутово  по адресу: ул Южнобутоваская 76 на 7-м этаже 12-ти этажного дома, общая площадь 55,8 м2


СОВРЕМЕННЫЙ РЕМОНТ:
- выровнены стены и пол, усилена шумоизоляция,
- новая проводка, счетчики, трубы,
- входная дверь с усиленной защитой, надежные замки,
- пластиковые стеклопакеты на всех окнах,
- имеется ниша под небольшой шкаф 
- качественная современная мебель,
- натяжные потолки,
- на полу кварцвинил
- в ванной кафель/душевая кабина/современная стиральная машина,
- встроенная кухня со всей необходимой бытовой техникой 
- кондиционер,
- проведен интернет, кабельное ТВ.

ШАГОВАЯ ДОСТУПНОСТЬ:
-метро Бунинская аллея 
- государственные учреждения,
- бизнес-центры,
- банки,
- торгово-развлекательные комплексы,
- все виды магазинов,
- рестораны
- салоны красоты,
- мед. клиники,
- детский сад,Ясли №8
- школа, № 2009.к.10; № 2009 к.9; №1492
-реабилитационная школа интернат №118
-детская поликлиника №118
-спортивный комплекс ""Изумрудный""-
-пляж ""южное бутово"" с прогулочными зонами и спортивными площадками
- рядом остановка транспорта,
- удобная транспортная развязка.

Звоните прямо сейчас, пока квартиру вашей мечты не купил кто-то другой!",15500000,277777,55.8,2,"Улица Горчакова, Бульвар Адмирала Ушакова, Улица Скобелевская, Бунинская Аллея, Бутово, Потапово (Новомосковская)",12
450835.20243673853,,40346815,631900,63.85,2,нет метро,57
450835.20243673853,,9283632,227540,40.8,1,нет метро,24
450835.20243673853,,31881816,723600,44.06,1,нет метро,35
1813753.0,"Для тех, кто предпочитает свой индивидуальный стиль, кто ценит уникальность и современные решения! Наше предложение - это прекрасная квартира с комфортной функциональной планировкой и оригинальным дизайном интерьера. Четыре большие комнаты: мастер-спальня с гардеробными зонами и собственным санузлом, две изолированные спальни,  отдельный рабочий кабинет, кухня-гостиная, сауна, гостевой санузел.
Вам не нужно тратить время на оборудование кухни – в подарок остается мебель и качественная бытовая техника европейских производителей !
     Уют гостевой зоне придает встроенный электрический  камин.
Высокие, почти «сталинские» потолки, много свободного пространства, панорамные виды на Авиапарк, Ходынское поле, а также на  зеленые ландшафтные парки. В доме предусмотрен подземный паркинг и  гостевые парковки – вы всегда найдете место для своего автомобиля.
         ЖК Гранд Парк – это современный микрорайон, состоит из 6 корпусов  4 башен и большого дома-паруса.  На просторной территории комплекса расположены частная школа, детские сады, кафе и рестораны, магазины, медицинские центры и даже картинг –клуб! Для любителей активного отдыха - футбольное поле и теннисный корт, зона отдыха с бассейнами под открытым небом. Благодаря озеленению здесь не только красиво, но и экологично. Ведь здоровье – это главная жизненная инвестиция! Территория огорожена, находится под круглосуточной охраной.
Комплекс расположен в одной из лучших локаций Москвы - в окружении парков Березовая роща  и Ходынское поле. В шаговой доступности  станции метро «Полежаевская» и «ЦСКА». Комфортный выезд на Ленинградский проспект и Хорошевское шоссе – всего 5 минут на автомобиле
 
1 взрослый собственник, более 5 лет, без обременений! Полное юридическое сопровождение. Приходите и выбирайте настоящую квартиру мечты!",96000000,543601,176.6,4,"Аэропорт, Октябрьское Поле, Полежаевская, Хорошёво, Зорге, ЦСКА, Хорошёвская",18
304181.0,"Светлая просторная 2-комнатная квартира в панельном доме 1982-го года постройки на 12-м этаже в центральной части ЗАО, в одном из самых лучших, экологически чистых районов Москвы – Фили-Давыдково, ждет новых хозяев! 

Общая площадь 51,9 кв.м, две отличные изолированные комнаты, жилая площадь 30,2 кв.м, кухня 8,5 кв.м, санузел раздельный. Все окна заменены на пластиковые, имеется остекленная лоджия. За счет высокого этажа из окон квартиры открывается просто потрясающий вид на красавицу Москву. Благодаря тому, что квартира расположена на последнем этаже (выше имеется только технический этаж), нет никакого шума от соседей сверху. Дом находится внутри жилого массива, в квартире очень тихо, можно спать с открытыми окнами, которые выходят во двор. 
Квартира ТРЕБУЕТ РЕМОНТА!!!
Будущий владелец сможет обустроить себе уютное гнездышко по своему вкусу, используя дизайнерскую фантазию и современные строительные материалы. Перепланировок не было. Данная серия домов – это наиболее удачная разработка архитекторов позднего советского периода. 

Чистый подъезд, два лифта, один из которых грузовой. Соседи адекватные. Для автолюбителей имеется парковка.
Район престижный для проживания. Очень удачное расположение дома: тихий зеленый двор со множеством детских и спортивных площадок, с прекрасной прогулочной зоной. Инфраструктура района прекрасно развита, все необходимое рядом: магазины и поликлиники, лучшие детские сады и школы (в том числе знаменитая Ломоносовская школа, специализированный учебно-научный центр-школа им. А.Н. Колмагорова при МГУ, другие общеобразовательные школы с высоким рейтингом), кафе и рестораны, спортивные секции и фитнес-клубы, салоны красоты. Очень важно, что Ломоносовская школа расположена прямо во дворе дома, даже не нужно переходить дорогу.  В шаговой доступности природный заказник Долина реки Сетунь, граничащий с Матвеевским лесом.

Квартира подойдет для семей, думающих о будущем своих детей. Среди выпускников расположенных рядом школ - известные политики, спортсмены и другие знаменитые люди. Уровень преподавания настолько высок, что практически все выпускники поступают в высшие учебные заведения. От дома удобно добираться до Кутузовского проспекта, делового центра Москва-Сити, Парка Победы.  

Квартира привлекательна и для инвесторов. После ремонта её можно удачно сдавать в аренду, ведь от дома хорошая транспортная доступность до МГИМО, МГУ им. М.В. Ломоносова и других вузов.
Удобный выезд на Аминьевское, Рублевское и Можайское шоссе. До станции метро Давыдково всего 4 минуты пешком.  
Один взрослый собственник, первичная приватизация. Оперативный показ. Оказываем помощь в получении ипотеки. Прекрасная квартира по разумной цене. Присмотритесь, возможно это то, что Вы ищите! Лот №45067012.
 Агент Зайцева Любовь Владимировна, НДВ-Супермаркет недвижимости",16100000,310211,51.9,2,"Славянский бульвар, Кунцевская, Кунцевская, Давыдково, Кунцевская (Можайская), Кунцевская",12
450835.20243673853,,45935896,533456,86.11,3,нет метро,56
450835.20243673853,,29270940,443499,66.0,3,нет метро,23
450835.20243673853,"Продается  3-х комнатная квартира, общей площадью 63,1 м², расположена на 4-м этаже 12-этажного панельного дома, жилая 44.9 кв.м, с двумя изолированными комнатами 13.7 и 11.5 кв.м и проходной комнатой 19.7 кв.м, кухней 6.5 кв.м, прихожая 8.7 кв.м, санузел раздельный, 
ИДЕАЛЬНА для семьи! 

О КВАРТИРЕ:
- две изолированные комнаты, площадью 11,57 м², 13,72 кв.м., и  зал 19.72 кв.м.;
- окна выходят на две стороны дома;
- без перепланировок;
- раздельный санузел;
- просторная прихожая;
- балкон.

О ДОМЕ:
- чистый и ухоженный подъезд;
- пассажирский лифт;
- большое количество парковочных мест;
- во дворе благоустроенная детская площадка;
- дом расположен в зеленом районе Москвы.

РАСПОЛОЖЕНИЕ:
- 10 минут пешком до метро Бибирево;
-  Парк Чермянка, Парк Света, Алтуфьевский заказник.


О ИНФРАСТРУКТУРЕ:

Идеальная инфраструктура прекрасно учитывает потребности любой семьи:
- 2 детских сада;
-  3 школы;
-ТЦ «Александр Лэнд»

ТРАНСПОРТНАЯ ДОСТУПНОСТЬ:
- станция  метро Бибирево в 10-ти минутах пешком;


Свободная продажа. Два взрослых собственника. Без обременений. Приватизация 2023 года.
Быстрый выход на сделку.Никто не прописан. Лот №44896108.
 Агент Савельева Елена Алексеевна, НДВ-Супермаркет недвижимости",14200000,225039,63.1,3,"Алтуфьево, Бибирево",12
450835.20243673853,,19691445,422200,46.64,1,нет метро,40
450835.20243673853,"Лучшее предложение в жилом комплексе! 

Продаётся просторная квартира (НЕ АПАРТАМЕНТЫ), свободной планировки 98,9 кв.м. на 12-м этаже в новом жилом комплексе комфорт-класса  ""Тринити-2». 
О КВАРТИРЕ:
-  Свободная планировка общей площадью 98,9 кв.м.;
 -  большая кухня-гостиная 30,1 кв.м., где Вы будете собираться  всей семьей;
- две изолированные комнаты, площадью 20, 7 кв. м и 20,9 кв.м.;
- два. санузла; 
- вместительная гардеробная комната 6,3 кв.м.;
- высокий 12-й этаж;
- окна квартиры выходят в тихий двор;
- высокие потолки 2.8 м.


О ДОМЕ: 
- современный просторный подъезд с охраной; 
- в доме установлены три скоростных лифта производства ОТIS.
 - колясочная комната; 
- подземный паркинг;
- закрытый двор;
- охраняемая территория под видеонаблюдением;
- детские и спортивные площадки;
- площадки для отдыха и занятия спортом.
-  закрытая зона для выгула собак;


О ИНФРАСТРУКТУРЕ:
 Идеальная инфраструктура прекрасно учитывает потребности любой семьи:
 - коммерческий детский сад на 100 мест; 
- средняя школа №1383;
 -2 муниципальных детских сада;
 -поликлиники;
 -аптеки;
- супермаркет и мини-маркеты; 
- уютные кафе и пекарни;
- beauty-студии и салоны;
- фитнес-центр, бассейн;
 -ТЦ Metromall,
- парк ""Лихоборка"" с прогулочными аллеями.

ТРАНСПОРТНАЯ ДОСТУПНОСТЬ: 
- м. Верхние Лихоборы 5 минут пешком; 
- Удобные выезды на Ленинградское, Алтуфьевское, Ярославское, Дмитровское шоссе - 20 минут до центра Москвы. 

Свободная продажа. Один взрослый собственник. Без обременений.
Возможно приобрести в ипотеку. 
Возможно приобрести семейный паркинг на 2 автомобиля за дополнительную плату.


Для покупателей:
-  помощь в одобрении ипотеки со сниженной ставкой от ведущих банков, высокая степень одобрения.
- страхование со скидкой до 40%; Лот №44772526.
 Агент Савельева Елена Алексеевна, НДВ-Супермаркет недвижимости",29199999,293762,99.4,2,"Лихоборы, Селигерская, Окружная, Верхние Лихоборы, Окружная",12
450835.20243673853,,27083725,445456,60.8,2,нет метро,50
450835.20243673853,"Продаётся просторная   квартира 103,2 кв. м. со свободной планировкой, на 12-м этаже, в новом жилом комплексе комфорт-класса  ""Тринити-2». 
О КВАРТИРЕ:
-  Свободная планировка общей площадью 103,2 кв.м.  позволит распланировать квартиру под Ваш дизайн проект;
-  большая кухня-гостиная 34,4 кв.м., четыре панорамных окна, благодаря панорамному остеклению пространство наполнено светом;
- две изолированные комнаты, площадью 23,4 кв. м и 21,5 кв. м.;
- два. сан.узла, один из которых  с окном;
-  из окон открываются виды на город и во двор;
- в квартире 7 панорамных окон, максимум естественного света;
- высокий 12-й этаж;
- высокие потолки 2.8 м.


О ДОМЕ: 
- современный просторный подъезд с охраной; 
- в доме установлены три скоростных лифта производства ОТIS.
 - колясочная комната; 
- подземный паркинг;
- закрытый двор;
- охраняемая территория под видеонаблюдением;
- детские и спортивные площадки;
- площадки для отдыха и занятия спортом.
-  закрытая зона для выгула собак;


О ИНФРАСТРУКТУРЕ:
 Идеальная инфраструктура прекрасно учитывает потребности любой семьи:
 - коммерческий детский сад на 100 мест; 
- средняя школа №1383;
 -2 муниципальных детских сада;
 -поликлиники;
 -аптеки;
- супермаркет и мини-маркеты; 
- уютные кафе и пекарни;
- beauty-студии и салоны;
- фитнес-центр, бассейн;
 -ТЦ Metromall,
- парк ""Лихоборка"" с прогулочными аллеями.

ТРАНСПОРТНАЯ ДОСТУПНОСТЬ: 
- м. Верхние Лихоборы 5 минут пешком; 
- Удобные выезды на Ленинградское, Алтуфьевское, Ярославское, Дмитровское шоссе - 20 минут до центра Москвы. 

Свободная продажа. Один взрослый собственник. Без обременений.
Возможно приобрести в ипотеку. 
Есть возможность купить 2 квартиры под объединение.
Возможно приобрести семейный паркинг на 2 автомобиля за дополнительную плату.


Для покупателей:
-  помощь в одобрении ипотеки со сниженной ставкой от ведущих банков, высокая степень одобрения.
- страхование со скидкой до 40%; Лот №44775511.
 Агент Савельева Елена Алексеевна, НДВ-Супермаркет недвижимости",30699999,297480,103.2,3,"Лихоборы, Селигерская, Окружная, Верхние Лихоборы, Окружная",12
450835.20243673853,,28775411,485251,59.3,2,нет метро,37
450835.20243673853,"Жемчужина на берегу канала: Эксклюзивные апартаменты с террасой и личным выходом к воде

Откройте для себя просторные апартаменты площадью 85,6 м² в премиум-комплексе у канала имени Москвы, где каждое утро начинается с видов на восходящее солнце сквозь панорамные окна. Это не просто жильё, это ваша канва для воплощения мечты в реальность. С кухней-столовой 51,65 м² и 3 санузлами, каждая деталь здесь говорит о пространстве и свете.

Высота потолков в 4,2 м добавляет воздушности и ощущение простора, а терраса на крыше площадью 110,9 м² становится вашим личным оазисом над городом, где можно создать что угодно от зоны отдыха до собственного сада.

Жизнь здесь - это уединение с природой в центре большого города. Премиум-комплекс предлагает консьерж-сервис, приватный внутренний двор с прогулочной зоной и выходом к каналу, а также подземный паркинг с охраной для вашего удобства. Вестибюль с круглосуточной стойкой ресепшена ждет вас и ваших гостей. Дышите чистым воздухом благодаря современной системе вентиляции с возможностью подогрева и охлаждения.

Расположен всего в 30 минутах от центра Москвы, комплекс окружён развитой инфраструктурой: от супермаркетов до спортивных комплексов и образовательных учреждений.

Это место, где мечты о премиальном жилье у воды становятся реальностью. И вот ваш шанс сделать его своим с ипотекой по ставке от всего 2,98%. Не упустите шанс стать частью этой идиллии. Запишитесь на просмотр уже сегодня и начните новую жизнь, о которой вы всегда мечтали! Лот №44734874.
 Агент Агент Досфлота , НДВ-Супермаркет недвижимости",44940000,525000,85.6,1,"Речной вокзал, Водный стадион, Планерная, Сходненская, Беломорская, Тушинская",5
450835.20243673853,,107276254,812698,132.0,4,нет метро,42
450835.20243673853,"Ваша История Начинается Здесь: Эксклюзивные Апартаменты с Террасой на Кровле!

Представляем вашему вниманию редкую жемчужину Московской недвижимости — апартаменты общей площадью 111 кв.м в легендарном комплексе «Досфлота, 10», где каждое утро приветствует вас панорамой водной глади и закаты одаривают неповторимыми красками. Эта свободная планировка ждет вашего творческого вдохновения, чтобы стать домом вашей мечты.

Уникальность в каждой детали:

Терраса на кровле площадью 87.9 кв.м приглашает насладиться закрытым от посторонних взглядов пространством под открытым небом.
Панорамные окна открывают вид на водную гладь и тихий двор, даря непередаваемые ощущения свободы и вдохновения.

Консьерж-сервис и подземный паркинг для тех, кто ценит комфорт и безопасность.

В «Досфлота, 10» вас ждет дух приватности благодаря ограниченному количеству апартаментов. Здесь каждый найдет что-то свое, что делает этот комплекс не просто местом жительства, а истинным домом для души.

Эти апартаменты предлагают вам идеальный баланс между городской жизнью и уединенным уютом.

Не упустите шанс начать новую главу вашей жизни в апартаментах, которые обещают больше, чем просто проживание — они обещают историю, наполненную яркими моментами и уникальными впечатлениями. Звоните сегодня!

Возможна ипотека от 2,98%, трейд-ин, обмен на вашу квартиру. Лот №44741697.
 Агент Агент Досфлота , НДВ-Супермаркет недвижимости",56610000,510000,111.0,3,"Речной вокзал, Водный стадион, Планерная, Сходненская, Беломорская, Тушинская",5
450835.20243673853,,65016000,560000,116.1,3,нет метро,32
450835.20243673853,,35400900,591000,59.9,2,нет метро,24
248257.0,"«Суворовская 19»

5-минутная доступность парка Сокольники с катком и бассейном под открытым небом.
Измайловского парка с конным клубом и развлекательной зоной Лес чудес.
Черкизовского детского парка со скейт-зоной и памп-треком.
Благоустроенная и зеленая набережная реки Яузы для утренних пробежек и вечерних прогулок.
Топовые школы Москвы.
Две авторские школы фигурного катания и Ассоциация боевого искусства.

Сделано: новая проводка, счетчики, трубы,
входные двери сейфового типа.
Внутри ламинат и плитка премиум качества.
Ванная комната укомплектована всем необходимым: плитка, раковина, в большинстве лотов предусмотрена ванна.

ТРАНСПОРТНАЯ ДОСТУПНОСТЬ:
8 минут пешком до метро «Преображенская площадь»
15 минут до станции Большой кольцевой линии «Электрозаводская»
3 минуты езды до улицы Стромынка
10 минут до ТТК и 20 минут до Садового кольца
12 минут до Северо-Восточной хорды (СВХ)

ИНФРАСТРУКТУРА РЯДОМ:
Детские сады, частные и муниципальные
Школы 1530
1502 ""Энергия""
Спортивные площадки во дворе для взрослых и детей
Частные центры развития
Школы фигурного катания
Кафе и бар
Салон красоты
Творческие кружки для детей и подростков
Развивающий детский центр
Поликлиника и МФЦ
Фитнес клубы

Доступны следующие услуги: дизайнерский ремонт, меблировка, установка бытовой техники под ключ!

Круглосуточная охрана, видеонаблюдение по всей территории.
Отдельный кадастровый номер.
Быстрый выход на сделку. Свободная продажа.

Лот 128",13140000,300000,43.8,1,"Преображенская площадь, Сокольники, Семёновская, Сокольники (Стромынка), Электрозаводская, Электрозаводская",4
450835.20243673853,,33939349,445106,76.25,3,нет метро,17
450835.20243673853,,41090000,573962,71.59,2,нет метро,32
304181.0,"Продается новая квартира с ремонтом! Я собственник! В квартире предусмотрена гардеробная комната и сделана подготовка для установки кондиционеров. Встроенная кухня и техника (посудомойка 60 см, варочная панель, холодильник, стиральная машина) в подарок нашему покупателю. Установлена качественная сантехника. Установлен проточный нагреватель, для Вашего комфорта в периоды отключения горячей воды. В 500 метрах от дома будет построена новая станция метро - Каспийская. В 300 метрах от дома строится школа и детский сад (ввод в эксплуатацию в 2025 года) Район  с развитой инфраструктурой: детские сады, школы, поликлиника (500 м от дома), пункты доставки, сетевые магазины, кафе, рестораны, фастфуд. Район зеленый, много парков и зон для отдыха. В пешей доступности знаменитый парк ЦАРИЦЫНО. Один взрослый собственник, ни кто не прописан, квартира без обременений. 

Уважаемые риелторы! Продаю самостоятельно!
ВНИМАНИЕ! Звонки с 10:00 до 19:00 !!",16100000,266998,60.3,2,"Царицыно, Царицыно, Покровское",24
450835.20243673853,"Квартира №238
Дом сдан! Идет заселение! Московская прописка. Шаговая доступность от метро Некрасовка. Благоустроенный, современный район с большим количеством магазинов, кафе, детских и спортивных площадок. Новые действующие школа, детские сады, поликлиника. Возле метро строится большой торговый центр с кинотеатром. Оперативный показ!",11314272,273953,41.3,1,Некрасовка,25
450835.20243673853,,51213000,595500,86.0,2,нет метро,23
450835.20243673853,"Квартира №117
Дом сдан! Идет заселение! Московская прописка. Шаговая доступность от метро Некрасовка. Благоустроенный, современный район с большим количеством магазинов, кафе, детских и спортивных площадок. Новые действующие школа, детские сады, поликлиника. Возле метро строится большой торговый центр с кинотеатром. Оперативный показ!",11478281,273944,41.9,1,Некрасовка,25
450835.20243673853,,62926200,813000,77.4,2,нет метро,29
432655.0,"Id 23974. Продается квартира в центре Москвы. МЕТРО рядом. Белорусская, Савеловская, Менделеевская. Удобный выезд на ТТК. Развитая инфраструктура. Квартира в хорошем состоянии. Планировка распашная. Три окна во двор, одно - на улицу. Гардеробная. В квартире остается вся мебель и техника в соответствии с фото. Один взрослый собственник. Свободная продажа. Без долгов и обременений. Быстрый выход на сделку. Помощь в одобрении ипотеки.",22900000,398954,57.4,3,"Динамо, Белорусская, Савёловская, Менделеевская, Новослободская, Достоевская, Белорусская, Савёловская, Савеловская, Белорусская",9
